AAPL,MSFT,CMCSA,COST,QCOM,ADBE,SBUX,INTU,AMD,INTC
0.004522436,0.0018981979,0.0018576543,2.6295995e-06,0.0015615904,0.0005531639,0.001022924,0.0009376456,0.0011988371,0.0024249053
0.001888485,0.0022422727,1.9864406e-06,0.0017130089,0.003654082,0.0004353509,0.0023031682,0.0026649605,0.00037145792,0.0010000605
0.0006436642,2.4906583e-06,0.00047088752,0.0004887645,0.00020747476,6.98854e-05,6.300518e-05,9.602935e-06,1.0640439e-05,1.6114172e-05
0.0003130775,0.00018552359,0.0003315496,1.6042723e-06,6.181998e-05,0.00019165949,0.0006739029,1.2662827e-05,5.645079e-05,6.415061e-05
0.0064645465,0.010736738,0.0006397383,0.0016559385,0.0022914994,0.00024674897,0.0015037732,0.0012374156,0.0069454694,0.0027682686
0.00054234674,0.0014922649,0.0002507621,4.6351066e-05,0.004879403,2.9597171e-05,3.5041724e-06,0.00026005265,0.00013207627,0.0003166658
0.00033236408,0.0033220649,0.0011661531,0.00016337134,0.003961604,2.0786103e-05,0.0003826849,0.00020517298,0.0001444284,2.2242006e-05
0.00017510378,1.8222421e-05,0.00024620435,0.00017264923,0.00024534782,2.675796e-05,0.00027876557,3.9094095e-07,3.0802614e-05,7.686144e-05
0.0037070536,0.004678262,0.0016884218,9.447546e-05,0.0028194254,0.00021907642,0.0026811268,0.00039564897,0.00020468155,0.00011935617
0.003929807,0.0020369703,7.5860866e-05,0.0013594542,0.0019043159,0.00024507253,0.003563202,0.0017480978,0.0010460737,1.2192214e-05
0.004672662,0.004313662,0.0004666962,0.00036602042,0.0013104248,5.861417e-06,0.0042565023,0.003179929,0.0002489799,0.00026444715
0.00029166564,5.127916e-05,0.0001262066,0.00032569762,2.969213e-06,2.1067542e-06,7.26149e-05,2.5301411e-05,9.2376645e-08,0.00023667037
3.030268e-07,8.302596e-06,0.0004143705,0.0004507501,0.00051455206,9.5867654e-05,0.0013593092,9.328145e-05,1.5576235e-05,2.2428621e-06
4.7314927e-05,1.4119697e-06,8.129403e-09,0.00054057006,6.366774e-05,4.505508e-06,0.00038007402,2.004501e-06,0.00021690872,1.5735657e-07
0.0020802296,0.0027686974,6.853554e-05,0.0011873689,0.0028397029,0.00015535431,0.0005489686,0.0027121345,0.00023886647,0.00036771092
0.0006139231,0.0019928445,5.4102777e-05,0.0018283781,0.00010402711,0.00078222883,0.0025639692,5.4943935e-06,0.00023303663,7.645847e-05
0.0018669728,0.00014355317,0.0007903772,0.00037669082,0.0010776289,4.232142e-06,0.00082096516,0.002061985,0.0006391175,3.4736047e-05
0.004442219,0.021312157,2.3326624e-05,0.00042977816,0.00057608745,7.040796e-08,0.0027588725,0.001699298,4.289522e-06,0.00024574736
0.004248227,0.002217121,4.0921343e-05,0.00014836331,0.0019047724,0.00032906025,0.00026851377,0.0004561959,9.175558e-05,0.0010789289
0.019659488,0.004498012,2.9827157e-07,0.0015479748,0.005415063,0.0003513188,0.0013298584,0.00032963627,0.0020582145,0.0070531387
0.0012213079,0.001264116,2.07683e-06,0.0002495684,0.00015021676,0.00017980038,0.0001305794,2.4666354e-06,4.8577353e-06,0.0014219994
0.0020863563,0.0015338626,2.303849e-05,0.000308936,0.00026263384,2.0062028e-07,0.00028713216,0.009848894,0.00014961914,7.975108e-06
0.0052519063,0.0030362245,1.2334214e-05,0.0025418024,0.0023599605,0.003418344,0.002794015,0.0005957751,0.0005233938,0.00023280745
0.0035836503,0.002258189,0.0006302646,1.5939564e-05,0.011495613,0.0032443246,6.413315e-06,0.000787677,8.19526e-06,0.00029063702
8.221695e-05,0.0040305443,3.1614753e-05,1.2411529e-06,0.002667162,7.906219e-05,0.014670172,0.00011201058,0.00012306808,0.0009542268
0.00013384092,0.0019828517,0.00033625445,4.082814e-08,0.00086520606,0.0009522922,0.0014738684,0.0007711602,0.00064223184,1.3600136e-05
3.8517097e-05,2.3479472e-06,0.00015266277,0.00016216832,0.00072199875,1.4057808e-05,0.0011828014,0.0017248329,6.6117966e-05,2.621945e-06
0.0044434704,0.0017553485,0.00028353478,0.00074813707,4.1157296e-06,3.1728217e-05,6.306197e-05,0.0023778032,0.00059898867,0.00070789654
0.03207583,0.020005604,0.0017040576,0.0073937797,0.012946468,0.005120876,0.00995299,0.015693322,0.01041595,0.0028550338
0.00050019205,0.0006049459,0.0019449324,0.00012276038,0.00051084463,0.00043049824,0.0001646897,5.0611867e-05,0.0058852485,0.00036437876
0.0026582323,0.001411394,6.136482e-05,0.0008045437,3.274181e-05,0.0001696091,0.001045582,0.0010190605,0.00012611473,6.419185e-07
1.7960725e-05,5.0405994e-05,9.3988856e-05,0.0038078814,0.0017218544,4.3122964e-05,1.2631629e-06,0.00019918039,0.0015405953,0.0035128032
0.0018761086,5.4106075e-10,0.00034144332,0.00010315958,0.009470441,0.0005300185,3.6986356e-05,0.00054802845,0.0022030724,0.0008930888
0.001166007,0.00016666601,0.0001339668,0.00012769601,0.0007619717,0.00013765514,0.00045163257,0.0019571958,0.00057029165,5.1543168e-05
0.00062335184,0.00024674032,6.195736e-05,0.00034623675,7.477801e-06,6.0320377e-05,0.00023265969,0.00014480654,3.4990939e-07,0.00018833241
0.002484418,2.856554e-05,0.00028584537,3.2293836e-05,0.0015005366,0.00034760975,0.0004633729,0.00029220665,0.00096518063,0.001477359
0.0032950288,0.0025345834,4.129471e-05,1.8207096e-05,0.0016450211,0.0011610279,0.00013256277,0.00632981,0.00065106037,2.1336009e-05
0.0011676889,0.004590027,0.00025097528,3.9163446e-05,3.3854783e-05,0.00045042686,7.678312e-05,8.320489e-07,0.00020217405,1.928443e-06
0.00048091746,2.3160444e-06,0.00018058628,0.00084461214,3.9149272e-05,0.00021959249,8.059716e-05,0.0005109487,0.00028041052,0.00025275175
0.0031718498,0.0061722486,7.8259356e-05,0.00096714916,0.0019041949,0.0010708978,0.0020444565,0.0007802376,0.00041761808,7.79377e-06
0.0026614815,0.00031917373,0.0002128997,0.00048659788,0.00012854068,4.240684e-05,5.931886e-05,4.540897e-05,0.0001078756,1.2904226e-06
0.010837025,0.012507615,0.0041323765,0.003142966,0.008135232,0.00064476026,0.011380204,0.01224306,0.0022608829,0.0024460433
0.000100151265,0.0001532527,0.0013521207,0.011275309,1.2846961e-05,4.694087e-06,0.0011466509,0.0028652495,0.00034918095,3.507614e-05
0.00023595517,4.9352766e-05,0.00046642582,0.0015811509,0.0005606592,8.5409294e-05,0.0006979785,0.0024029873,0.0009341241,0.00032570757
8.802825e-05,0.0023095459,9.027712e-07,0.000109241235,0.0007089378,0.00050186313,0.00076373486,0.0026591634,0.00034804968,2.1336766e-05
0.00331292,0.0009948999,0.00016498317,0.0017063596,0.002330255,0.000444467,0.0007797498,1.1064994e-05,0.0011337908,0.0006428732
0.0017207366,0.0002150607,5.3695085e-06,0.00020660897,0.0001609686,0.0009091831,0.00036810336,9.426455e-05,1.083085e-05,0.00048352312
0.00060270354,0.0001678176,0.0005425564,4.2553797e-06,0.0015189496,0.0001560769,0.0006439062,0.00382719,1.6494856e-05,5.687838e-05
0.00013550307,0.0002633177,0.00021754108,4.0746516e-05,0.00041523468,7.646303e-05,0.0009305515,8.3485946e-05,0.00051190343,2.1723474e-05
0.00048840744,0.00052842585,0.0011924969,0.00010243078,1.6362705e-05,0.00014675377,0.00024111396,0.0008104006,0.00010519822,7.236714e-06
